,system,workload,op avg,op std,op min,op 1th,op 5th,op 10th,op 25th,op 50th,op 75th,op 90th,op 95th,op 99th,op max,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,cc-hotstuff,46432000.0,4612406.25,7468.096205693925,4590000,4600000.0,4610000.0,4610000.0,4610000.0,4610000.0,4610000.0,4620000.0,4620000.0,4646200.0,4680000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
