,system,payload,op avg,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,bullshark-sig,32,373376.0,3441.975367184625,1930.5889490730926,947.9999542236328,1459.8200297355652,1782.9999923706055,1957.100009918213,2292.0000553131104,2762.500047683716,3538.999855518341,6450.999975204468,7967.9999351501465,10069.350066185001,14604.000091552734
