,system,workload,op avg,op std,op min,op 1th,op 5th,op 10th,op 25th,op 50th,op 75th,op 90th,op 95th,op 99th,op max,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,cc-hotstuff,4027000.0,3549113.28125,243799.84938857047,3236875,3275950.0,3309937.5,3318750.0,3408125.0,3450625.0,3551406.25,4017562.5,4021875.0,4025387.5,4029375,3931.7294363256783,1405.1569043918992,2310,2809.94,2970.0,3037.0,3200.0,3306,3960.5,6103.0,7199.499999999998,9458.219999999987,11811
