,system,op avg,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,192,679031.6,3246.304729729036,786.3704017048199,1322.0000267028809,1649.9998569488525,2060.9999537467957,2322.000026702881,2657.0000052452087,3215.9998416900635,3733.9999675750732,4261.900091171266,4627.59996652603,5315.659849643707,7529.9999713897705
