,system,workload,op avg,op std,op min,op 1th,op 5th,op 10th,op 25th,op 50th,op 75th,op 90th,op 95th,op 99th,op max,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,cc-hotstuff,35432000.0,35378531.25,175572.3647771411,34820000,35088500.0,35260000.0,35300000.0,35360000.0,35390000.0,35390000.0,35390000.0,35430000.0,35504300.0,38090000,5924.179391682185,732.1164692968223,4621,5031.5,5211.0,5260,5341.0,5745,6132.0,7071,7251.5,8051.0,9036
