,system,payload,op avg,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,bullshark-sig,128,294527.0,3113.184205308619,1686.3764827145035,590.0001525878906,1335.0000381469727,1625.9501576423645,1814.000129699707,2105.9999465942383,2534.9998474121094,3144.9999809265137,6091.100072860719,7205.149924755095,8272.099981307982,12828.00006866455
