,system,op avg,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,32,380212.6,2740.747949225312,1311.9997916561567,548.0000972747803,1280.3299474716187,1551.9999623298645,1712.9998922348022,1990.0000095367432,2420.0000762939453,2871.999979019165,4082.9999446868896,6090.6999468803415,7858.669991493225,8928.999900817871
