,system,workload,op avg,op std,op min,op 1th,op 5th,op 10th,op 25th,op 50th,op 75th,op 90th,op 95th,op 99th,op max,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,cc-hotstuff,45432000.0,42830135.13513514,1684998.591099935,34650000,35905600.0,40168500.0,41551000.0,41940000.0,43690000.0,44045000.0,44204000.0,44277000.0,44336200.0,44380000,6327.735924932976,1572.3897183086997,4475,4564.0,4923.05,5087.1,5420.0,5898.0,6964.0,7847.0,8328.45,11846.169999999885,17885
