,system,op avg,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,16,363443.4,2236.33888311411,754.2227278611452,765.0001049041748,1059.4000101089478,1420.0000762939453,1555.0000667572021,1865.4999732971191,2071.9997882843018,2430.999994277954,2974.9999046325684,3452.500104904175,5926.999998092648,8138.000011444092
