,system,payload,op avg,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,bullshark-sig,512,142413.2,2518.001068184297,1345.369907999168,794.0001487731934,1242.0001029968262,1561.449944972992,1724.9999046325684,1834.0001106262207,1978.0001640319824,2588.7500047683716,4467.700004577639,5983.550000190735,7609.999895095825,8802.99997329712
