,system,workload,op avg,op std,op min,op 1th,op 5th,op 10th,op 25th,op 50th,op 75th,op 90th,op 95th,op 99th,op max,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,cc-bftsmart,1432000.0,1451630.0940438872,20121.28982893171,1420000,1420000.0,1420000.0,1430000.0,1430000.0,1460000,1470000.0,1470000.0,1480000.0,1480000.0,1480000,4524.538276360135,1679.787249839017,1519,1805.7600000000002,2299.0,3526.4,3962,4338,4764,5883.0,6607.0,8924.399999999954,25029
