,system,op avg,lat avg,lat std,lat min,lat 1th,lat 5th,lat 10th,lat 25th,lat 50th,lat 75th,lat 90th,lat 95th,lat 99th,lat max
0,8,225723.4,2283.150511813353,513.9689072582341,730.0000190734863,1228.879861831665,1543.9999103546143,1676.0001182556152,1940.000057220459,2273.0000019073486,2572.999954223633,2830.000162124634,3088.9999866485596,3799.120044708253,7394.999980926514
